"ColorName","ColorId","ColorHex"
"Amizade Antiga","232764","#D89683"
"Perfume de Figo","48986","#B195A4"
"Perfume de Figo","48986","#B195A4"
"Rosa Colonial","49011","#B18E93"
"Rosa Colonial","49011","#B18E93"
"Sonata","53074","#A48C95"
"Café Místico","53103","#B18B83"
"Café Místico","53103","#B18B83"
"Barroco","100802","#977F82"
"Rosa Renascentista","266141","#B87C7E"
"Tarde em Veneza","232420","#B97A77"
"Rosa Glamour","237944","#A77987"
"Canto da Toscana","232707","#C57463"
"Rosa Madeira","49044","#C27470"
"Vinho Frizzante","52388","#977287"
"Vinho Frizzante","52388","#977287"
"Rosa Real","52422","#976876"
"Rosa Capri","49012","#966870"
"Rosa Capri","49012","#966870"
"Sonho Intenso","232275","#85686A"
"Vermelho Místico","53075","#856772"
"Estrada de Tijolos","53104","#93645B"
"Raiz de Roseira","53082","#816469"
"Vermelho Blefe","266132","#AD6368"
"Vermelho Blefe","266132","#AD6368"
"Chapada Diamantina","53098","#8F6360"
"Doce de Cereja","232425","#A85958"
"Del Monte","100779","#7D596E"
"Grandes Sertões","232710","#B05446"
"Batom de Inverno","232084","#915165"
"Pluma Vermelha","74196","#864F5A"
"Vermelho Henna","74752","#9A4C3C"
"Vermelho Henna","74752","#9A4C3C"
"Vinho Sofisticado","232208","#8A4B56"
"Vinho Sofisticado","232208","#8A4B56"
"Cabernet","53083","#6B4A50"
"Cobre Arandela","100694","#79493F"
"Cobre Arandela","100694","#79493F"
"Vermelho Tribal","49029","#84474B"
"Vermelho Tapeçaria","49013","#7E434E"
"Vinho do Porto","53076","#6A4253"
"Malbec","100796","#734150"
"Chocolate com Pimenta","49053","#823F33"
"Terra Forte","232683","#973E34"
"Terra Forte","232683","#973E34"
"Terra Forte","232683","#973E34"
"Sequóia Antiga","74145","#713E34"
"Dança Espanhola","232450","#9B3D3F"
"Delícia de Café","52185","#7E3C33"
"Delícia de Café","52185","#7E3C33"
"Vermelho Colonial","49037","#783C3A"
"Pé de Amora","237904","#6B3C50"
"Vermelho Liberdade","259262","#7C3B31"
"Marrom Queimado","52193","#6F3B33"
"Burgundy","52194","#6E3936"
"Burgundy","52194","#6E3936"
"Burgundy","52194","#6E3936"
"Vinho Quente","237968","#5D3944"
"Vinho Quente","237968","#5D3944"
"Geléia de Ameixa","52154","#5F373D"
"Rota do Vinho*","232251","#853643"
"Rota do Vinho","232251","#853643"
"Berinjela Profundo","52150","#5E354C"
"Veludo Escarlate","52147","#743347"
"Toque de Ameixa","52149","#603250"
"Presente de Amor","232448","#603231"
"Vinho de Mesa","265783","#503137"
"Vermelho-Escuro Vibrante","100671","#68303A"
"Cabaré","232538","#722F2E"
"Cortina de Tango","237967","#492D35"
"Vermelho Terra","100684","#6B2C31"
"Mar Vermelho","232549","#862A2E"
"Orquídea Rubi","52069","#832930"
"Vermelho Real","232453","#86252B"
"Camurça Rosa","49515","#E5DAD3"
"Camurça Rosa","49515","#E5DAD3"
"Flor de Laranjeira","48323","#F9D1AA"
"Flor de Laranjeira","48323","#F9D1AA"
"Descida da Duna","233826","#EDD0AE"
"Descida da Duna","233826","#EDD0AE"
"Luz da Alvorada","48554","#F2CEBE"
"Luz da Alvorada","48554","#F2CEBE"
"Deusa do Pêssego","49080","#E9C9B2"
"Deusa do Pêssego","49080","#E9C9B2"
"Pêssego","532179","#EABDA3"
